incidentDate,state,cityOrCounty,address,killed,injured,operations: d.operations,type,age
16-Nov-16,Mississippi,Marion (county),N/A,0,1,N/A,Intentional,Child
16-Nov-16,Louisiana,Bastrop,320 Ogden Avenue,0,2,N/A,Intentional,Child
15-Nov-16,Louisiana,Baton Rouge,North Foster Drive,0,1,N/A,Intentional,Child
14-Nov-16,Texas,Houston,10445 Greens Crossing Boulevard,1,2,N/A,Intentional,Child
13-Nov-16,Indiana,Indianapolis,1606 E. 44th Street,0,2,N/A,Intentional,Child
13-Nov-16,Missouri,Saint Louis,2500 block of North Grand Boulevard,0,1,N/A,Intentional,Child
12-Nov-16,California,Sacramento,8600 block of Ardith Drive,1,5,N/A,Intentional,Child
10-Nov-16,North Carolina,Bessemer City,200 block of New Moon Lane,0,1,N/A,Intentional,Child
10-Nov-16,North Carolina,Charlotte,12th Street and College Street,0,1,N/A,Intentional,Child
10-Nov-16,Wisconsin,Antigo,N/A,0,1,N/A,Intentional,Child
08-Nov-16,Alabama,Birmingham (Hoover),3267 Warringwood Drive,0,1,N/A,Intentional,Child
08-Nov-16,Alabama,Phenix City,2504 Stadium Drive,0,3,N/A,Intentional,Child
07-Nov-16,Ohio,Columbus,Cleveland Ave and Blake Ave,0,1,N/A,Intentional,Child
06-Nov-16,Missouri,Kansas City,1700 block of Concord Court,0,2,N/A,Intentional,Child
06-Nov-16,North Dakota,Bismarck,4000 Block of Trenton Drive,0,1,N/A,Intentional,Child
06-Nov-16,Connecticut,Hartford,247 Branford Street,0,1,N/A,Intentional,Child
05-Nov-16,Maryland,Baltimore,2800 block of Keyworth Avenue,1,2,N/A,Intentional,Child
05-Nov-16,Massachusetts,Brockton,Bartlett and Fuller,0,1,N/A,Intentional,Child
05-Nov-16,Texas,Fort Worth,4332 East Berry Street,0,1,N/A,Intentional,Child
05-Nov-16,North Carolina,Gastonia,1657 Quail Woods Rd,0,3,N/A,Intentional,Child
05-Nov-16,Louisiana,New Orleans,1400 block of Independence Street.,0,1,N/A,Intentional,Child
04-Nov-16,Pennsylvania,Chester,600 block of Central Avenue,0,2,N/A,Intentional,Child
02-Nov-16,Oklahoma,Oklahoma City (Del City),2300 block of Mansfield Avenue,0,1,N/A,Intentional,Child
31-Oct-16,Michigan,Clare,503 Schoolcrest Avenue,0,2,N/A,Intentional,Child
31-Oct-16,Oregon,Sweet Home,1500 block of 47th Ave,0,2,N/A,Intentional,Child
31-Oct-16,Ohio,Cleveland,1700 block Harvard Ave,0,2,N/A,Intentional,Child
29-Oct-16,North Carolina,Lincolnton,Loop Rd,0,1,N/A,Intentional,Child
28-Oct-16,North Carolina,Southern Pines,714 West Michigan Avenue,1,1,N/A,Intentional,Child
28-Oct-16,Alabama,Birmingham,4700 block of Second Avenue South,0,1,N/A,Intentional,Child
23-Oct-16,Ohio,Columbus,560 Columbian Avenue,0,1,N/A,Intentional,Child
23-Oct-16,Louisiana,New Orleans,1400 block of Alabo Street,0,1,N/A,Intentional,Child
22-Oct-16,Ohio,Cincinnati (Price Hill),4700 block of Guerley Road,0,1,N/A,Intentional,Child
21-Oct-16,Pennsylvania,Pittsburgh,2400 block of Bedford Avenue,0,1,N/A,Intentional,Child
21-Oct-16,Pennsylvania,Mc Kees Rocks (McKees Rocks),700 block of Russellwood Ave,1,1,N/A,Intentional,Child
20-Oct-16,Louisiana,New Orleans,6101 Tullis Drive,1,2,N/A,Intentional,Child
19-Oct-16,New York,Bronx,1260 Franklin Avenue,0,1,N/A,Intentional,Child
19-Oct-16,Florida,Miami,1298 Northeast 128th Street,0,3,N/A,Intentional,Child
19-Oct-16,California,Santa Ana,500 block of South Pacific Avenue,0,1,N/A,Intentional,Child
19-Oct-16,California,Fresno,1400 block of East Duff Avenue,0,1,N/A,Intentional,Child
19-Oct-16,California,Reedley,1400 block of East Duff Avenue,0,1,N/A,Intentional,Child
17-Oct-16,Indiana,Elkhart,311 East Carlton Avenue,0,2,N/A,Intentional,Child
17-Oct-16,California,Fresno,4136 North Thesta Street,0,1,N/A,Intentional,Child
16-Oct-16,California,Suisun City,1000 block of Canary Court,0,1,N/A,Intentional,Child
16-Oct-16,Nevada,Las Vegas,4200 block of Studio Street,0,1,N/A,Intentional,Child
15-Oct-16,Massachusetts,Boston,10 Winslow Street,0,1,N/A,Intentional,Child
15-Oct-16,Connecticut,Enfield,Ecology Drive,0,1,N/A,Intentional,Child
15-Oct-16,Virginia,Richmond,Redd and Coulter Street,0,2,N/A,Intentional,Child
14-Oct-16,Georgia,Albany,300 block of Vintage Road,0,1,N/A,Intentional,Child
13-Oct-16,Texas,Dallas,2302 South Second Avenue,0,1,N/A,Intentional,Child
13-Oct-16,Michigan,Twin Lake,300 block of East Calumet,0,1,N/A,Intentional,Child
12-Oct-16,Ohio,Cleveland,5902 Storer Ave,0,3,N/A,Intentional,Child
09-Oct-16,Massachusetts,Boston,Annunciation Road,0,1,N/A,Intentional,Child
08-Oct-16,California,Petaluma,Reynolds Drive,0,1,N/A,Intentional,Child
07-Oct-16,Indiana,Fort Wayne,Chadwick Drive and Richfield Lane,0,1,N/A,Intentional,Child
05-Oct-16,Louisiana,New Orleans,1400 block of Monroe Street,0,1,N/A,Intentional,Child
05-Oct-16,Alaska,Anchorage,4300 block of San Roberto Avenue,0,1,N/A,Intentional,Child
04-Oct-16,Missouri,Kansas City,415 Denver Avenue,0,1,N/A,Intentional,Child
04-Oct-16,Virginia,Campbell (county),Marysville Road,0,1,N/A,Intentional,Child
04-Oct-16,Mississippi,Canton,619 Martin Luther King Dr N,0,1,N/A,Intentional,Child
04-Oct-16,Ohio,Cleveland,7300 block of Dudley Avenue,0,2,N/A,Intentional,Child
03-Oct-16,Texas,Fort Worth,1416 Meadowlane Terrace,0,1,N/A,Intentional,Child
03-Oct-16,Florida,Jacksonville,7915 Baymeadows Circle East,0,1,N/A,Intentional,Child
02-Oct-16,Pennsylvania,Indiana,Airport Road,0,1,N/A,Intentional,Child
02-Oct-16,Tennessee,Memphis,Range Line Road,0,1,N/A,Intentional,Child
01-Oct-16,Texas,Kerrville,West Schreiner Street and Paschal Street,0,1,N/A,Intentional,Child
29-Sep-16,Missouri,Saint Joseph,3400 block of South 16th Street,0,1,N/A,Intentional,Child
28-Sep-16,South Carolina,Townville,105 Townville School Road,2,2,N/A,Intentional,Child
27-Sep-16,Georgia,Savannah,Fahm and Zubley Street,0,2,N/A,Intentional,Child
27-Sep-16,Indiana,Etna Green,9900-block of West C.R. 575 North,0,1,N/A,Intentional,Child
27-Sep-16,Alabama,Montgomery,Garden Street,0,1,N/A,Intentional,Child
26-Sep-16,Texas,Humble,21219 Grand Linden Court,0,4,N/A,Intentional,Child
25-Sep-16,Mississippi,Mccomb,Highway 98 East,0,1,N/A,Intentional,Child
25-Sep-16,Louisiana,Harvey,Destrehan Avenue and River Road,0,1,N/A,Intentional,Child
25-Sep-16,Illinois,Joliet,East Washington and Richards,1,2,N/A,Intentional,Child
24-Sep-16,Maryland,Baltimore,Greenmount Avenue and Preston Street,0,8,N/A,Intentional,Child
24-Sep-16,Louisiana,New Orleans,2100 block of Arts Street,0,3,N/A,Intentional,Child
21-Sep-16,Wisconsin,Milwaukee,2700 block of N. 20th Street,0,1,N/A,Intentional,Child
17-Sep-16,Illinois,Aurora,Route 56 and Interstate 88,0,2,N/A,Intentional,Child
17-Sep-16,District of Columbia,Washington,2600 block of Birney Place SE,2,7,N/A,Intentional,Child
16-Sep-16,Texas,Dallas,9700 block of West Ferris Branch Boulevard,0,2,N/A,Intentional,Child
16-Sep-16,California,Richmond,200 MacDonald Ave,0,2,N/A,Intentional,Child
16-Sep-16,Alabama,Auburn,533 Willis Turk Road,0,1,N/A,Intentional,Child
15-Sep-16,Texas,Amarillo,2714 Southwest 34th Avenue,0,1,N/A,Intentional,Child
13-Sep-16,Louisiana,Gretna (Terrytown),2148 Esplanade Place,0,1,N/A,Intentional,Child
12-Sep-16,Texas,Fort Worth,1200 block of Susan Avenue,0,1,N/A,Intentional,Child
11-Sep-16,Georgia,Decatur,3569 Larkspur Terrace,0,1,N/A,Intentional,Child
11-Sep-16,Wisconsin,Milwaukee (Glendale),I-43,0,1,N/A,Intentional,Child
10-Sep-16,Missouri,Saint Louis,2800 block of Stoddard Street,0,1,N/A,Intentional,Child
10-Sep-16,Ohio,Dayton,West Riverview Avenue and Catalpa Drive,0,1,N/A,Intentional,Child
07-Sep-16,Virginia,Hampton,Seldendale Drive,0,1,N/A,Intentional,Child
07-Sep-16,Missouri,Saint Louis,St. Louis Avenue and Goodfellow Boulevard,0,1,N/A,Intentional,Child
06-Sep-16,Texas,Terrell,200 Bowser Cir,0,1,N/A,Intentional,Child
06-Sep-16,Mississippi,Tupelo,County Roads 1680 and 3571,0,2,N/A,Intentional,Child
06-Sep-16,Tennessee,Louisville,161 Manor Way,0,1,N/A,Intentional,Child
05-Sep-16,Oklahoma,Enid,300 block of South Seventh Street,0,1,N/A,Intentional,Child
05-Sep-16,Utah,Logan,454 N 400 E,0,1,N/A,Intentional,Child
03-Sep-16,Connecticut,Bridgeport,Anson and Salem Street,0,3,N/A,Intentional,Child
03-Sep-16,Maryland,Baltimore,900 block of McAleer Court,0,3,N/A,Intentional,Child
02-Sep-16,Florida,Pensacola,700 Truman Avenue,0,1,N/A,Intentional,Child
01-Sep-16,Illinois,Rockford,3100 block of Prial Avenue,0,1,N/A,Intentional,Child
01-Sep-16,South Carolina,Columbia,228 Meredith Square,1,2,N/A,Intentional,Child
01-Sep-16,Illinois,Chicago,4100 block of West Potomac,0,3,N/A,Intentional,Child
31-Aug-16,Texas,San Antonio,2700 block of East Houston Street,0,2,N/A,Intentional,Child
31-Aug-16,Massachusetts,Abington,159 Linwood Street,0,1,N/A,Intentional,Child
31-Aug-16,Ohio,Urbana,Dewey Avenue,0,1,N/A,Intentional,Child
31-Aug-16,Arizona,Phoenix,4013 W Yucca St,0,1,N/A,Intentional,Child
30-Aug-16,New York,Johnson City,7 North Broad Street,0,1,N/A,Intentional,Child
30-Aug-16,Georgia,Atlanta,400 Merritts Avenue NE,0,4,N/A,Intentional,Child
30-Aug-16,Tennessee,Nashville,644 Glastonbury Rd,0,1,N/A,Intentional,Child
29-Aug-16,Virginia,Newport News,3000 block of Williams St,0,1,N/A,Intentional,Child
28-Aug-16,Georgia,Atlanta,900 New Town Cir SE,0,3,N/A,Intentional,Child
28-Aug-16,Nevada,Las Vegas,4800 block of White Aspen Ave,0,1,N/A,Intentional,Child
28-Aug-16,Florida,Port Richey,7300 block of Westcott Dr,0,1,N/A,Intentional,Child
27-Aug-16,Alabama,Bessemer (Brighton),3810 7th Ave,1,6,N/A,Intentional,Child
27-Aug-16,Louisiana,New Orleans,4500 block of Shalimar Dr,0,2,N/A,Intentional,Child
26-Aug-16,South Carolina,North Augusta,600 block of Hutchinson Drive,0,1,N/A,Intentional,Child
25-Aug-16,Ohio,Cleveland,East 69th Street and Union Avenue,0,1,N/A,Intentional,Child
25-Aug-16,New York,Buffalo,South Division Street,0,1,N/A,Intentional,Child
25-Aug-16,Kansas,Lawrence,500 block of Wisconsin Street,0,1,N/A,Intentional,Child
24-Aug-16,Texas,Beaumont,2674 Magnolia Avenue,0,1,N/A,Intentional,Child
22-Aug-16,Pennsylvania,Chester,1200 block of W 9th,0,1,N/A,Intentional,Child
21-Aug-16,Georgia,Brunswick,3901 US 17,2,1,N/A,Intentional,Child
21-Aug-16,Illinois,Chicago,1600 block of North Major Avenue,0,2,N/A,Intentional,Child
20-Aug-16,New Jersey,Burlington,York and E. Federal Streets,1,1,N/A,Intentional,Child
20-Aug-16,South Carolina,Columbia,2400 block of McKinley Road,0,1,N/A,Intentional,Child
20-Aug-16,North Carolina,Durham,600 block of Reservoir Street,0,3,N/A,Intentional,Child
18-Aug-16,Missouri,Kansas City,2600 East Gregory Boulevard,1,3,N/A,Intentional,Child
18-Aug-16,Illinois,Peoria,1300 block of South Arago Street,0,2,N/A,Intentional,Child
18-Aug-16,Illinois,Harvey,100 block of East 146th Street,0,1,N/A,Intentional,Child
16-Aug-16,California,Bakersfield,300 block of Donna Avenue,0,3,N/A,Intentional,Child
16-Aug-16,Michigan,Detroit,3600 block of Fairview,0,1,N/A,Intentional,Child
14-Aug-16,Nebraska,Omaha,34th and Meredith,0,1,N/A,Intentional,Child
14-Aug-16,Illinois,Chicago,12000 block of South Perry Avenue,0,1,N/A,Intentional,Child
14-Aug-16,Texas,Dallas,Ramona Avenue and East Ledbetter Drive,0,1,N/A,Intentional,Child
11-Aug-16,Pennsylvania,Philadelphia,500 block of East Ashmead Street,0,4,N/A,Intentional,Child
11-Aug-16,Kentucky,Louisville,1200 block of Brashear Dr,0,1,N/A,Intentional,Child
11-Aug-16,Illinois,Chicago,6800 block of South Calumet,1,1,N/A,Intentional,Child
10-Aug-16,California,San Francisco,Whitney Young Circle and Hudson Avenue,0,1,N/A,Intentional,Child
10-Aug-16,Tennessee,Chattanooga,200 block of Water Street,0,1,N/A,Intentional,Child
09-Aug-16,Pennsylvania,Philadelphia,6300 block of Woodstock Street,0,1,N/A,Intentional,Child
09-Aug-16,South Carolina,Columbia,3619 Falling Springs Road,0,1,N/A,Intentional,Child
08-Aug-16,North Carolina,Roanoke Rapids,1800 block of Roanoke Avenue,0,1,N/A,Intentional,Child
08-Aug-16,Illinois,Chicago,3900 block of West Polk Street,0,1,N/A,Intentional,Child
08-Aug-16,Texas,Houston,16800 block of Ella Boulevard,0,1,N/A,Intentional,Child
08-Aug-16,Virginia,Newport News,700 block of 35th Street,0,2,N/A,Intentional,Child
07-Aug-16,South Carolina,Charleston,Lyttleton Avenue,1,1,N/A,Intentional,Child
06-Aug-16,Pennsylvania,York,250 South Penn Street,0,1,N/A,Intentional,Child
06-Aug-16,Tennessee,Memphis,West Essex Avenue,0,1,N/A,Intentional,Child
03-Aug-16,Arkansas,Lonoke,100 block of Highridge Drive,0,1,N/A,Intentional,Child
02-Aug-16,South Carolina,Coward,4312 Circle Drive,1,1,N/A,Intentional,Child
01-Aug-16,South Carolina,Greenville,Hillside Circle,0,1,N/A,Intentional,Child
01-Aug-16,Florida,Miami,Southwest 173rd Street and 103rd Avenue,0,1,N/A,Intentional,Child
01-Aug-16,Maryland,Randallstown,1 block of Sulky Court,1,1,N/A,Intentional,Child
31-Jul-16,Pennsylvania,Philadelphia,1300 block of E. Rittenhouse Street,0,1,N/A,Intentional,Child
30-Jul-16,District of Columbia,Washington,"2500 block of Pomeroy Road, SE",0,1,N/A,Intentional,Child
30-Jul-16,Mississippi,Bay Saint Louis,800 block of Louis Piernas Drive,2,1,N/A,Intentional,Child
29-Jul-16,Michigan,Flint,2310 Martin Luther King Avenue,0,1,N/A,Intentional,Child
28-Jul-16,Pennsylvania,Philadelphia,3100 block of North Rosewood Street,0,1,N/A,Intentional,Child
28-Jul-16,Ohio,Cleveland,3300 block of Seymour Avenue,0,1,N/A,Intentional,Child
28-Jul-16,Missouri,Kansas City,2500 block of Independence Avenue,1,1,N/A,Intentional,Child
28-Jul-16,Texas,Alvin,4000 block of East Texas 6,0,1,N/A,Intentional,Child
27-Jul-16,Florida,Gainesville,820 Northwest 4th Place,1,2,N/A,Intentional,Child
27-Jul-16,Florida,Fort Lauderdale (Dania Beach),W Dania Beach Blvd and SW 8th Ave,2,1,N/A,Intentional,Child
26-Jul-16,Texas,Waco,1700 block of Dallas St.,0,2,N/A,Intentional,Child
26-Jul-16,California,Sacramento,Fruitridge Road and Lawrence Drive,0,1,N/A,Intentional,Child
25-Jul-16,New York,Dunkirk,544 South Roberts Road,0,1,N/A,Intentional,Child
25-Jul-16,Missouri,Ava,507 Northeast 3rd Street,1,1,N/A,Intentional,Child
24-Jul-16,Mississippi,Meridian,107 71st Pl,0,1,N/A,Intentional,Child
23-Jul-16,Michigan,Muskegon (Muskegon Heights),2500 block of Reynolds Street,0,1,N/A,Intentional,Child
23-Jul-16,Florida,Miami,3600 block of Northwest Second Street,2,1,N/A,Intentional,Child
23-Jul-16,Texas,Bastrop,202 Childers Drive,4,1,N/A,Intentional,Child
22-Jul-16,California,Fresno,East Saginaw Way and North Thorne Avenue,0,1,N/A,Intentional,Child
20-Jul-16,Texas,Texas City,N/A,0,1,N/A,Intentional,Child
19-Jul-16,Illinois,Chicago (Englewood),6000 block of South Paulina Road,0,1,N/A,Intentional,Child
18-Jul-16,North Carolina,Wilmington,Seventh and Queen Streets,0,2,N/A,Intentional,Child
17-Jul-16,Michigan,Detroit,6000 block of Crane Street,0,1,N/A,Intentional,Child
17-Jul-16,Ohio,Columbus,2600 block of Kenview Road South,1,1,N/A,Intentional,Child
16-Jul-16,New York,Yonkers,175 Willow Street,0,2,N/A,Intentional,Child
16-Jul-16,Texas,Lubbock,2100 block of E 30th Street,0,3,N/A,Intentional,Child
15-Jul-16,Ohio,Cleveland,4100 block of East 146th Street,0,1,N/A,Intentional,Child
14-Jul-16,North Carolina,Durham,800 block of Underwood Avenue,0,1,N/A,Intentional,Child
13-Jul-16,Ohio,Cincinnati,5300 block of Whetsel Avenue,0,2,N/A,Intentional,Child
11-Jul-16,Washington,Seattle,7060 E Marginal Way S,0,1,N/A,Intentional,Child
11-Jul-16,Kansas,Wichita,Harry and Volutsia,0,3,N/A,Intentional,Child
10-Jul-16,Florida,Panama City,1722 West 17th Street,0,1,N/A,Intentional,Child
10-Jul-16,North Carolina,Greenville,503-B Battle Street,0,1,N/A,Intentional,Child
08-Jul-16,Virginia,Norfolk,Holt Street,0,1,N/A,Intentional,Child
08-Jul-16,Minnesota,Minneapolis,Lowry Avenue N. and Penn Avenue N.,1,1,N/A,Intentional,Child
07-Jul-16,Virginia,Norfolk,1100 block of Holt Street,0,1,N/A,Intentional,Child
06-Jul-16,Illinois,Chicago (Englewood),5700 block of South Morgan,0,1,N/A,Intentional,Child
06-Jul-16,North Carolina,Fayetteville,3400 block of Cumberland Road,2,1,N/A,Intentional,Child
05-Jul-16,Michigan,Detroit,12800 block of Harper,0,1,N/A,Intentional,Child
04-Jul-16,Oklahoma,Tulsa,1875 S. Boulder Ave,0,2,N/A,Intentional,Child
04-Jul-16,Illinois,Chicago (Englewood),5500 block of South Hermitage Avenue,0,4,N/A,Intentional,Child
04-Jul-16,Ohio,Cleveland,1400 block of W. 107 Street,0,4,N/A,Intentional,Child
04-Jul-16,Illinois,Chicago,2000 block of South Western Avenue,0,1,N/A,Intentional,Child
04-Jul-16,Texas,Houston,1300 block of Robin,3,2,N/A,Intentional,Child
04-Jul-16,Michigan,Detroit,N/A,0,1,N/A,Intentional,Child
04-Jul-16,Arizona,Phoenix,4000 block of West Southern Avenue,2,6,N/A,Intentional,Child
04-Jul-16,Michigan,Detroit,N/A,0,1,N/A,Intentional,Child
03-Jul-16,Tennessee,Chattanooga,2300 block of Daisy Street,0,4,N/A,Intentional,Child
02-Jul-16,Indiana,Indianapolis,2300 block of Magnolia Place,2,1,N/A,Intentional,Child
01-Jul-16,Missouri,Saint Louis,4700 block of Kossuth Avenue,0,2,N/A,Intentional,Child
30-Jun-16,Michigan,Grand Rapids,Leonard Street and Houseman Avenue,0,2,N/A,Intentional,Child
29-Jun-16,Wisconsin,Milwaukee,3800 block of W. Fairmount Ave.,0,2,N/A,Intentional,Child
29-Jun-16,Georgia,Columbus,215 4th St.,0,1,N/A,Intentional,Child
29-Jun-16,New York,Buffalo,Humason Avenue,0,2,N/A,Intentional,Child
29-Jun-16,Idaho,Nampa,5875 E Franklin Rd,0,1,N/A,Intentional,Child
28-Jun-16,Illinois,Chicago,6400 block of South King Drive,0,2,N/A,Intentional,Child
26-Jun-16,Texas,Houston,6000 block of Elm Street,1,3,N/A,Intentional,Child
26-Jun-16,North Carolina,Henderson,N/A,0,2,N/A,Intentional,Child
25-Jun-16,Ohio,Cleveland,3578 W 120th Street,0,1,N/A,Intentional,Child
24-Jun-16,Arizona,Williams,233 North Grand Canyon Boulevard,0,1,N/A,Intentional,Child
21-Jun-16,Florida,Altamonte Springs,Terrace Lane,0,3,N/A,Intentional,Child
19-Jun-16,Missouri,Kansas City,35th Street and Norton Avenue,0,1,N/A,Intentional,Child
19-Jun-16,Arkansas,Cotton Plant,N/A,0,1,N/A,Intentional,Child
19-Jun-16,Illinois,Chicago,6100 block of South Kimbark Avenue,0,1,N/A,Intentional,Child
18-Jun-16,Missouri,Saint Louis,E. Grand and Blair,0,1,N/A,Intentional,Child
17-Jun-16,Arkansas,Texarkana,6000 block of Summerwood Lane,0,1,N/A,Intentional,Child
15-Jun-16,Mississippi,Meridian,45th Ave. and 3rd Street,0,1,N/A,Intentional,Child
14-Jun-16,California,Manteca,300 block of Lincoln Court,0,1,N/A,Intentional,Child
14-Jun-16,Missouri,Saint Louis,Kingshighway and Lillian,0,1,N/A,Intentional,Child
13-Jun-16,Illinois,Peoria,1400 block of South Arago Street,0,1,N/A,Intentional,Child
10-Jun-16,California,Los Angeles (Boyle Heights),Chicago Street and Rogers Avenue,0,1,N/A,Intentional,Child
10-Jun-16,Illinois,Chicago,6700 block of South Artesian,0,2,N/A,Intentional,Child
09-Jun-16,Massachusetts,Springfield,Belmont and Euclid Avenue,0,2,N/A,Intentional,Child
09-Jun-16,Tennessee,Memphis,500 block of Jacklyn Avenue,0,1,N/A,Intentional,Child
08-Jun-16,Georgia,Augusta,3600 block of Old McDuffie Road,0,1,N/A,Intentional,Child
07-Jun-16,Tennessee,Lawrenceburg,N/A,0,1,N/A,Intentional,Child
07-Jun-16,Pennsylvania,Chester,400 block of Whittington Place,0,1,N/A,Intentional,Child
07-Jun-16,Illinois,North Chicago,13th Street and Victoria Avenue,0,2,N/A,Intentional,Child
07-Jun-16,Kansas,Wichita,700 block of S Fountain,0,1,N/A,Intentional,Child
07-Jun-16,Michigan,Redford,Winston Street,0,1,N/A,Intentional,Child
07-Jun-16,Michigan,Redford Twp (Redford Charter Township),15000 block of Winston,0,1,N/A,Intentional,Child
07-Jun-16,Oregon,Glide,Idleyld Park,0,1,N/A,Intentional,Child
06-Jun-16,Arkansas,Little Rock,6900 Cantrell Road,1,2,N/A,Intentional,Child
06-Jun-16,Illinois,Chicago,2100 block of North Bingham Street,0,1,N/A,Intentional,Child
05-Jun-16,Florida,Cape Coral,2600 block of Skyline Boulevard S,3,3,N/A,Intentional,Child
05-Jun-16,Missouri,Florissant,4200 block of Cloverfield Trail,0,1,N/A,Intentional,Child
04-Jun-16,Alabama,Eufaula,600 block of Stevens St,1,3,N/A,Intentional,Child
29-May-16,Ohio,Sandusky,219 Center Street,0,1,N/A,Intentional,Child
28-May-16,Texas,Lubbock,300 block of Waco,0,2,N/A,Intentional,Child
27-May-16,Ohio,Cleveland,1700 block of North Taylor Road,0,2,N/A,Intentional,Child
26-May-16,Georgia,Atlanta,500 Park Valley Dr NW,0,2,N/A,Intentional,Child
23-May-16,North Carolina,Shelby,Toms Street,0,1,N/A,Intentional,Child
22-May-16,Alabama,Birmingham,Five Mile Road,0,2,N/A,Intentional,Child
21-May-16,Colorado,Denver,1800 block of West Mississippi Avenue,0,1,N/A,Intentional,Child
18-May-16,Texas,Houston,9560 Deering Drive,0,3,N/A,Intentional,Child
17-May-16,Texas,Beaumont,Pipkin Street,0,1,N/A,Intentional,Child
15-May-16,Tennessee,Memphis,1400 block of Dewees Drive,0,1,N/A,Intentional,Child
14-May-16,District of Columbia,Washington,2525 12th Pl SE,0,1,N/A,Intentional,Child
14-May-16,Louisiana,Baton Rouge,4000 block of Denham Street,0,1,N/A,Intentional,Child
14-May-16,Florida,Avon Park,Fred Connor Street,0,2,N/A,Intentional,Child
13-May-16,Ohio,Cleveland,7900 block of Golden Avenue,0,1,N/A,Intentional,Child
12-May-16,North Carolina,Asheville,Ira Jones School Road and Otarri Road,1,1,N/A,Intentional,Child
11-May-16,South Carolina,Columbia,4300 block of Mellowood Dr,0,1,N/A,Intentional,Child
11-May-16,Alabama,Birmingham,1400 block of 21st Street N,1,4,N/A,Intentional,Child
11-May-16,Ohio,Columbus,East 13th Avenue,0,1,N/A,Intentional,Child
10-May-16,Georgia,Decatur,3841 Kensington Road,0,3,N/A,Intentional,Child
08-May-16,Michigan,Detroit,17600 block of Faust,0,1,N/A,Intentional,Child
07-May-16,Tennessee,Smyrna,4000 block of Snowbird Drive,0,1,N/A,Intentional,Child
05-May-16,Minnesota,Minneapolis,1600 block of Plymouth Avenue,0,1,N/A,Intentional,Child
05-May-16,Nevada,North Las Vegas,3901 North Martin Luther King  Boulevard,2,2,N/A,Intentional,Child
04-May-16,Alabama,Mount Vernon,2300 block of Red Fox Road,0,2,N/A,Intentional,Child
03-May-16,Florida,Orlando,1300 block of 22nd Street,0,1,N/A,Intentional,Child
02-May-16,Missouri,Saint Louis (St Louis),I-70 and Grand Ave,0,1,N/A,Intentional,Child
29-Apr-16,Georgia,Augusta,3904  Wrightsboro Road,0,1,N/A,Intentional,Child
29-Apr-16,Georgia,Savannah,12000 block of Middleground Road,0,1,N/A,Intentional,Child
29-Apr-16,Missouri,Saint Louis (Ferguson),400 block of Dade Ave,0,4,N/A,Intentional,Child
29-Apr-16,Tennessee,Lebanon,300 block of Dandelion Drive,0,1,N/A,Intentional,Child
28-Apr-16,New Mexico,Rio Rancho,21st Street,0,1,N/A,Intentional,Child
27-Apr-16,Nebraska,Omaha,7441 N. 34th Street,0,1,N/A,Intentional,Child
27-Apr-16,Michigan,Gladwin,N/A,0,1,N/A,Intentional,Child
27-Apr-16,Arizona,Tucson,Campbell Ave. and Bilby Road,0,1,N/A,Intentional,Child
25-Apr-16,Georgia,Saint Marys,100 Mary Powell Dr R155,1,1,N/A,Intentional,Child
23-Apr-16,Missouri,Kansas City,51st Street and Walrond Avenue,0,1,N/A,Intentional,Child
23-Apr-16,Michigan,Detroit,18300 block of Monica,1,1,N/A,Intentional,Child
20-Apr-16,Nevada,Las Vegas,Spring Mountain Road and Decatur Boulevard,0,1,N/A,Intentional,Child
20-Apr-16,Illinois,Chicago,1500 block of South Trumbull,0,1,N/A,Intentional,Child
18-Apr-16,Wisconsin,Milwaukee,300 block of North Richards Street,0,2,N/A,Intentional,Child
17-Apr-16,Tennessee,Memphis,McLemore Avenue and Third Street,0,1,N/A,Intentional,Child
17-Apr-16,Michigan,Flint,1900 block of Greenbrook Lane,0,2,N/A,Intentional,Child
17-Apr-16,North Carolina,Lewiston Woodville (Lewiston),N/A,0,1,N/A,Intentional,Child
17-Apr-16,California,Lodi,400 block of North Church Street,0,1,N/A,Intentional,Child
16-Apr-16,Missouri,Saint Louis,5400 block of Oriole,0,1,N/A,Intentional,Child
15-Apr-16,Illinois,Chicago,5400 block of West LeMoyne Avenue,0,1,N/A,Intentional,Child
14-Apr-16,Mississippi,Meridian,351 60th Avenue,0,2,N/A,Intentional,Child
13-Apr-16,Mississippi,Jackson,1850 Chadwick Dr,0,1,N/A,Intentional,Child
10-Apr-16,Mississippi,Pontotoc (county),Walder Road,0,1,N/A,Intentional,Child
09-Apr-16,Ohio,Youngstown,355 East Boston Avenue,0,1,N/A,Intentional,Child
09-Apr-16,Texas,San Antonio,100 block of Pima,0,1,N/A,Intentional,Child
08-Apr-16,District of Columbia,Washington,2400 block of Hartford Street SE,0,1,N/A,Intentional,Child
07-Apr-16,Pennsylvania,Philadelphia,1500 block of South 32nd Street,0,1,N/A,Intentional,Child
07-Apr-16,Michigan,Detroit,3900 block of West Vernor Highway,0,1,N/A,Intentional,Child
06-Apr-16,District of Columbia,Washington,5800 block of Foote Street NE,0,1,N/A,Intentional,Child
05-Apr-16,Maryland,Edgewater,N/A,0,1,N/A,Intentional,Child
04-Apr-16,North Carolina,Rutherfordton,Hope Drive,0,1,N/A,Intentional,Child
03-Apr-16,Florida,Lehigh Acres,4204 25th St SW,0,1,N/A,Intentional,Child
